employee_id,attrition,age,gender,marital_status,distance_from_home,department,job_role,job_level,over_time,total_working_years,years_at_company,job_satisfaction,work_life_balance,monthly_income,years_since_last_promotionyears_at_company,income_per_year_exp,loyal_ratio,promotion_lag,over_time_binary
374,0,36.0,Female,Married,24.0,Research & Development,Laboratory Technician,2,No,11.0,9.0,2.0,3.0,5674.0,0.0,472.8333333333333,0.75,9.0,0
375,0,21.0,Male,Single,15.0,Research & Development,Research Scientist,1,No,0.0,0.0,4.0,3.0,1232.0,0.0,1232.0,0.0,0.0,0
376,0,36.0,Male,Divorced,15.0,Sales,Sales Executive,2,No,15.0,15.0,4.0,2.0,5406.0,11.0,337.875,0.9375,4.0,0
377,0,34.0,Female,Divorced,14.0,Sales,Sales Representative,1,Yes,8.0,8.0,3.0,3.0,2579.0,0.0,286.55555555555554,0.8888888888888888,8.0,1
378,0,42.0,Male,Divorced,18.0,Research & Development,Research Scientist,2,Yes,9.0,4.0,1.0,2.0,5410.0,1.0,541.0,0.4,3.0,1
379,0,34.0,Female,Single,6.0,Research & Development,Research Scientist,2,No,16.0,16.0,3.0,3.0,4809.0,2.0,282.88235294117646,0.9411764705882353,14.0,0
380,0,60.0,Male,Divorced,1.0,Research & Development,Healthcare Representative,3,No,19.0,1.0,4.0,4.0,10883.0,0.0,544.15,0.05,1.0,0
381,0,39.0,Female,Married,2.0,Human Resources,Human Resources,2,No,13.0,5.0,4.0,3.0,5204.0,0.0,371.7142857142857,0.35714285714285715,5.0,0
382,0,45.0,Male,Married,8.0,Research & Development,Research Scientist,2,No,12.0,10.0,4.0,3.0,3697.0,9.0,284.38461538461536,0.7692307692307693,1.0,0
383,0,26.0,Male,Single,7.0,Research & Development,Laboratory Technician,1,No,7.0,7.0,4.0,3.0,2570.0,5.0,321.25,0.875,2.0,0
384,0,56.0,Female,Married,11.0,Sales,Sales Executive,2,No,6.0,0.0,1.0,3.0,5380.0,0.0,768.5714285714286,0.0,0.0,0
385,1,31.0,Male,Single,29.0,Research & Development,Laboratory Technician,1,No,6.0,5.0,2.0,4.0,3479.0,1.0,497.0,0.7142857142857143,4.0,0
386,0,38.0,Male,Single,3.0,Sales,Sales Executive,2,Yes,19.0,1.0,4.0,3.0,6861.0,0.0,343.05,0.05,1.0,1
387,0,35.0,Male,Married,28.0,Research & Development,Laboratory Technician,2,No,10.0,10.0,3.0,2.0,3407.0,6.0,309.72727272727275,0.9090909090909091,4.0,0
388,0,31.0,Male,Divorced,3.0,Research & Development,Research Director,3,No,9.0,2.0,3.0,3.0,13675.0,2.0,1367.5,0.2,0.0,0
389,0,26.0,Female,Married,6.0,Research & Development,Laboratory Technician,1,Yes,3.0,3.0,4.0,3.0,2659.0,0.0,664.75,0.75,3.0,1
390,0,38.0,Female,Married,2.0,Sales,Sales Representative,2,Yes,20.0,4.0,4.0,2.0,5405.0,0.0,257.3809523809524,0.19047619047619047,4.0,1
391,0,30.0,Female,Married,6.0,Research & Development,Laboratory Technician,2,No,10.0,9.0,4.0,3.0,4627.0,6.0,420.6363636363636,0.8181818181818182,3.0,0
392,0,41.0,Female,Divorced,4.0,Sales,Sales Executive,3,Yes,23.0,22.0,3.0,4.0,10447.0,13.0,435.2916666666667,0.9166666666666666,9.0,1
393,0,34.0,Male,Divorced,9.0,Research & Development,Healthcare Representative,3,No,10.0,9.0,4.0,2.0,8500.0,1.0,772.7272727272727,0.8181818181818182,8.0,0
394,0,35.0,Male,Married,6.0,Research & Development,Research Scientist,1,Yes,4.0,3.0,3.0,3.0,3506.0,2.0,701.2,0.6,1.0,1
395,0,27.0,Female,Divorced,2.0,Research & Development,Laboratory Technician,1,No,1.0,1.0,1.0,3.0,2341.0,0.0,1170.5,0.5,1.0,0
396,0,39.0,Female,Married,24.0,Sales,Sales Executive,4,No,21.0,20.0,4.0,2.0,12031.0,9.0,546.8636363636364,0.9090909090909091,11.0,0
397,0,56.0,Male,Single,24.0,Research & Development,Laboratory Technician,1,No,5.0,4.0,4.0,3.0,2587.0,1.0,431.1666666666667,0.6666666666666666,3.0,0
398,0,32.0,Male,Single,5.0,Research & Development,Manufacturing Director,2,No,8.0,1.0,4.0,3.0,9679.0,0.0,1075.4444444444443,0.1111111111111111,1.0,0
399,0,31.0,Male,Married,5.0,Research & Development,Research Scientist,1,Yes,6.0,5.0,4.0,3.0,4821.0,0.0,688.7142857142857,0.7142857142857143,5.0,1
400,0,39.0,Female,Married,8.0,Research & Development,Laboratory Technician,1,No,8.0,8.0,3.0,3.0,3755.0,0.0,417.22222222222223,0.8888888888888888,8.0,0
401,0,29.0,Male,Married,23.0,Research & Development,Research Scientist,1,No,10.0,10.0,3.0,3.0,2700.0,0.0,245.45454545454547,0.9090909090909091,10.0,0
402,0,33.0,Male,Divorced,4.0,Research & Development,Research Scientist,2,No,11.0,9.0,2.0,2.0,3055.0,1.0,254.58333333333334,0.75,8.0,0
403,1,29.0,Female,Married,27.0,Sales,Sales Executive,3,No,10.0,10.0,4.0,2.0,7639.0,1.0,694.4545454545455,0.9090909090909091,9.0,0
404,1,44.0,Male,Married,3.0,Research & Development,Laboratory Technician,1,No,10.0,3.0,1.0,4.0,2362.0,1.0,214.72727272727272,0.2727272727272727,2.0,0
405,0,26.0,Female,Married,6.0,Research & Development,Research Scientist,1,No,5.0,5.0,2.0,2.0,2368.0,4.0,394.6666666666667,0.8333333333333334,1.0,0
406,0,48.0,Female,Married,2.0,Sales,Sales Executive,2,No,14.0,9.0,4.0,3.0,4051.0,6.0,270.06666666666666,0.6,3.0,0
407,0,38.0,Female,Single,3.0,Research & Development,Research Scientist,2,Yes,19.0,3.0,3.0,3.0,4317.0,2.0,215.85,0.15,1.0,1
408,0,36.0,Male,Married,17.0,Sales,Sales Executive,2,No,12.0,4.0,2.0,1.0,5507.0,1.0,423.61538461538464,0.3076923076923077,3.0,0
409,1,23.0,Male,Married,6.0,Research & Development,Laboratory Technician,1,Yes,1.0,0.0,1.0,3.0,1601.0,0.0,800.5,0.0,0.0,1
410,0,29.0,Male,Married,13.0,Research & Development,Laboratory Technician,2,Yes,10.0,4.0,2.0,3.0,4025.0,0.0,365.90909090909093,0.36363636363636365,4.0,1
411,0,50.0,Male,Married,24.0,Research & Development,Manufacturing Director,4,Yes,22.0,12.0,3.0,3.0,13973.0,1.0,607.5217391304348,0.5217391304347826,11.0,1
412,0,37.0,Male,Single,3.0,Sales,Sales Executive,3,No,12.0,5.0,4.0,3.0,7428.0,1.0,571.3846153846154,0.38461538461538464,4.0,0
413,0,24.0,Male,Single,1.0,Research & Development,Healthcare Representative,2,No,4.0,4.0,3.0,2.0,4617.0,1.0,923.4,0.8,3.0,0
414,0,31.0,Female,Single,8.0,Human Resources,Human Resources,1,No,8.0,3.0,2.0,3.0,2109.0,0.0,234.33333333333334,0.3333333333333333,3.0,0
415,1,49.0,Female,Married,11.0,Sales,Sales Executive,3,No,9.0,9.0,4.0,4.0,7654.0,7.0,765.4,0.9,2.0,0
416,0,34.0,Female,Divorced,19.0,Research & Development,Laboratory Technician,2,No,15.0,11.0,2.0,4.0,4444.0,5.0,277.75,0.6875,6.0,0
417,1,41.0,Female,Single,1.0,Sales,Sales Executive,2,Yes,8.0,6.0,4.0,1.0,5993.0,0.0,665.8888888888889,0.6666666666666666,6.0,1
418,0,34.0,Female,Single,8.0,Research & Development,Healthcare Representative,2,No,10.0,5.0,3.0,3.0,6142.0,4.0,558.3636363636364,0.45454545454545453,1.0,0
419,0,39.0,Female,Single,2.0,Research & Development,Healthcare Representative,3,No,20.0,19.0,3.0,3.0,10938.0,11.0,520.8571428571429,0.9047619047619048,8.0,0
420,1,32.0,Female,Single,16.0,Research & Development,Research Scientist,1,Yes,10.0,10.0,1.0,3.0,3919.0,6.0,356.27272727272725,0.9090909090909091,4.0,1
421,0,37.0,Male,Married,9.0,Research & Development,Research Scientist,1,Yes,4.0,4.0,4.0,2.0,2326.0,1.0,465.2,0.8,3.0,1
422,1,30.0,Female,Married,22.0,Research & Development,Research Scientist,1,Yes,7.0,5.0,3.0,3.0,2132.0,0.0,266.5,0.625,5.0,1
423,0,47.0,Female,Divorced,4.0,Research & Development,Manufacturing Director,3,Yes,28.0,22.0,2.0,3.0,10333.0,14.0,356.3103448275862,0.7586206896551724,8.0,1
424,0,55.0,Male,Single,1.0,Research & Development,Manager,5,Yes,37.0,36.0,1.0,3.0,19045.0,4.0,501.1842105263158,0.9473684210526315,32.0,1
425,0,37.0,Male,Single,10.0,Research & Development,Research Scientist,1,No,4.0,1.0,4.0,3.0,4680.0,0.0,936.0,0.2,1.0,0
426,0,35.0,Male,Married,1.0,Sales,Sales Executive,2,No,15.0,11.0,3.0,3.0,4717.0,6.0,294.8125,0.6875,5.0,0
427,0,46.0,Male,Married,1.0,Research & Development,Healthcare Representative,3,Yes,21.0,10.0,1.0,2.0,10673.0,9.0,485.1363636363636,0.45454545454545453,1.0,1
428,0,29.0,Female,Married,9.0,Research & Development,Laboratory Technician,1,No,9.0,5.0,3.0,3.0,2974.0,1.0,297.4,0.5,4.0,0
429,0,36.0,Female,Divorced,3.0,Research & Development,Laboratory Technician,1,No,7.0,1.0,4.0,3.0,2835.0,0.0,354.375,0.125,1.0,0
430,0,24.0,Male,Married,4.0,Research & Development,Laboratory Technician,1,No,6.0,5.0,4.0,2.0,3162.0,3.0,451.7142857142857,0.7142857142857143,2.0,0
431,0,50.0,Male,Married,2.0,Research & Development,Research Director,5,Yes,29.0,8.0,3.0,2.0,19237.0,7.0,641.2333333333333,0.26666666666666666,1.0,1
432,0,32.0,Female,Married,1.0,Research & Development,Laboratory Technician,1,No,5.0,3.0,2.0,3.0,2332.0,0.0,388.6666666666667,0.5,3.0,0
433,0,34.0,Female,Single,2.0,Research & Development,Research Scientist,1,No,6.0,6.0,1.0,3.0,4381.0,1.0,625.8571428571429,0.8571428571428571,5.0,0
434,0,26.0,Male,Single,7.0,Research & Development,Laboratory Technician,1,No,8.0,7.0,1.0,3.0,3578.0,0.0,397.55555555555554,0.7777777777777778,7.0,0
435,0,33.0,Female,Married,1.0,Sales,Sales Executive,2,No,10.0,5.0,1.0,3.0,5376.0,1.0,488.72727272727275,0.45454545454545453,4.0,0
436,0,48.0,Female,Married,15.0,Research & Development,Research Scientist,1,No,10.0,8.0,1.0,2.0,2367.0,7.0,215.1818181818182,0.7272727272727273,1.0,0
437,0,35.0,Male,Married,18.0,Research & Development,Healthcare Representative,2,Yes,10.0,10.0,3.0,4.0,5689.0,0.0,517.1818181818181,0.9090909090909091,10.0,1
438,0,38.0,Male,Married,10.0,Research & Development,Research Scientist,1,No,3.0,2.0,3.0,2.0,2684.0,0.0,671.0,0.5,2.0,0
439,0,37.0,Female,Single,11.0,Research & Development,Laboratory Technician,1,No,8.0,3.0,3.0,3.0,3629.0,0.0,403.22222222222223,0.3333333333333333,3.0,0
440,0,35.0,Male,Married,16.0,Research & Development,Healthcare Representative,3,Yes,10.0,8.0,3.0,3.0,7632.0,0.0,693.8181818181819,0.7272727272727273,8.0,1
441,0,32.0,Male,Single,2.0,Research & Development,Laboratory Technician,2,No,9.0,6.0,1.0,3.0,2176.0,0.0,217.6,0.6,6.0,0
442,0,38.0,Female,Single,2.0,Research & Development,Manufacturing Director,2,Yes,17.0,15.0,1.0,3.0,5980.0,4.0,332.22222222222223,0.8333333333333334,11.0,1
443,0,39.0,Male,Married,10.0,Research & Development,Manager,4,Yes,21.0,21.0,1.0,3.0,17068.0,11.0,775.8181818181819,0.9545454545454546,10.0,1
444,0,33.0,Male,Married,9.0,Research & Development,Research Scientist,1,No,15.0,14.0,4.0,3.0,2781.0,4.0,173.8125,0.875,10.0,0
445,0,34.0,Female,Single,3.0,Sales,Sales Executive,2,No,6.0,2.0,4.0,3.0,6029.0,2.0,861.2857142857143,0.2857142857142857,0.0,0
446,0,59.0,Female,Single,3.0,Sales,Sales Executive,2,No,13.0,6.0,4.0,3.0,5171.0,0.0,369.35714285714283,0.42857142857142855,6.0,0
447,0,36.0,Male,Married,1.0,Sales,Sales Executive,2,Yes,18.0,18.0,4.0,2.0,6201.0,4.0,326.36842105263156,0.9473684210526315,14.0,1
448,0,37.0,Male,Divorced,11.0,Research & Development,Research Director,3,Yes,10.0,10.0,4.0,3.0,12185.0,0.0,1107.7272727272727,0.9090909090909091,10.0,1
449,0,31.0,Male,Married,16.0,Sales,Sales Executive,3,No,10.0,1.0,3.0,3.0,8161.0,0.0,741.9090909090909,0.09090909090909091,1.0,0
450,0,28.0,Female,Single,8.0,Research & Development,Research Scientist,1,No,5.0,5.0,4.0,3.0,3310.0,0.0,551.6666666666666,0.8333333333333334,5.0,0
451,0,49.0,Male,Divorced,18.0,Research & Development,Research Director,5,Yes,31.0,31.0,3.0,3.0,19502.0,0.0,609.4375,0.96875,31.0,1
452,0,34.0,Male,Married,1.0,Research & Development,Research Scientist,1,Yes,6.0,6.0,4.0,3.0,3622.0,1.0,517.4285714285714,0.8571428571428571,5.0,1
453,0,36.0,Female,Married,1.0,Research & Development,Manufacturing Director,2,No,4.0,3.0,3.0,3.0,4374.0,1.0,874.8,0.6,2.0,0
454,0,53.0,Male,Married,24.0,Research & Development,Healthcare Representative,3,No,11.0,4.0,4.0,3.0,7005.0,1.0,583.75,0.3333333333333333,3.0,0
455,0,48.0,Female,Married,7.0,Sales,Sales Representative,1,Yes,19.0,9.0,3.0,3.0,2655.0,7.0,132.75,0.45,2.0,1
456,1,35.0,Male,Single,4.0,Sales,Sales Executive,3,Yes,9.0,8.0,1.0,3.0,9582.0,4.0,958.2,0.8,4.0,1
457,0,27.0,Male,Single,8.0,Sales,Sales Executive,3,No,9.0,9.0,3.0,3.0,8726.0,1.0,872.6,0.9,8.0,0
458,0,48.0,Male,Single,4.0,Research & Development,Healthcare Representative,3,No,27.0,15.0,3.0,3.0,10999.0,4.0,392.82142857142856,0.5357142857142857,11.0,0
459,0,41.0,Male,Married,9.0,Research & Development,Laboratory Technician,1,No,7.0,5.0,1.0,3.0,2238.0,1.0,279.75,0.625,4.0,0
460,0,36.0,Male,Married,3.0,Research & Development,Research Scientist,1,No,12.0,11.0,2.0,2.0,3692.0,0.0,284.0,0.8461538461538461,11.0,0
461,0,40.0,Male,Married,9.0,Research & Development,Healthcare Representative,2,No,5.0,3.0,4.0,1.0,4876.0,0.0,812.6666666666666,0.5,3.0,0
462,0,49.0,Female,Divorced,16.0,Research & Development,Laboratory Technician,1,Yes,17.0,2.0,1.0,2.0,2587.0,2.0,143.72222222222223,0.1111111111111111,0.0,1
463,0,31.0,Female,Single,8.0,Research & Development,Manufacturing Director,2,No,11.0,11.0,4.0,3.0,4424.0,1.0,368.6666666666667,0.9166666666666666,10.0,0
464,1,20.0,Male,Single,10.0,Research & Development,Research Scientist,1,Yes,1.0,1.0,3.0,3.0,1009.0,1.0,504.5,0.5,0.0,1
465,0,37.0,Male,Single,10.0,Research & Development,Manufacturing Director,2,No,10.0,10.0,1.0,1.0,4213.0,0.0,383.0,0.9090909090909091,10.0,0
466,1,36.0,Male,Married,9.0,Research & Development,Research Scientist,1,Yes,2.0,1.0,3.0,2.0,3388.0,0.0,1129.3333333333333,0.3333333333333333,1.0,1
467,0,40.0,Female,Married,8.0,Research & Development,Manufacturing Director,2,Yes,18.0,1.0,1.0,3.0,6516.0,0.0,342.94736842105266,0.05263157894736842,1.0,1
468,0,35.0,Female,Single,1.0,Sales,Sales Executive,3,No,10.0,10.0,3.0,4.0,8789.0,0.0,799.0,0.9090909090909091,10.0,0
469,0,24.0,Female,Divorced,17.0,Research & Development,Manufacturing Director,2,No,5.0,4.0,3.0,3.0,4377.0,3.0,729.5,0.6666666666666666,1.0,0
470,0,23.0,Male,Married,1.0,Research & Development,Research Scientist,1,No,1.0,1.0,3.0,3.0,1223.0,0.0,611.5,0.5,1.0,0
471,0,28.0,Male,Single,16.0,Research & Development,Healthcare Representative,2,No,9.0,8.0,1.0,3.0,5661.0,0.0,566.1,0.8,8.0,0
472,0,60.0,Male,Single,16.0,Sales,Sales Executive,2,No,10.0,2.0,1.0,3.0,5405.0,2.0,491.3636363636364,0.18181818181818182,0.0,0
473,0,47.0,Male,Divorced,16.0,Research & Development,Manufacturing Director,2,Yes,20.0,19.0,3.0,4.0,5067.0,2.0,241.28571428571428,0.9047619047619048,17.0,1
474,0,41.0,Male,Divorced,10.0,Human Resources,Manager,5,No,23.0,21.0,4.0,2.0,19141.0,12.0,797.5416666666666,0.875,9.0,0
475,0,24.0,Male,Single,24.0,Research & Development,Laboratory Technician,1,No,6.0,4.0,2.0,3.0,3597.0,1.0,513.8571428571429,0.5714285714285714,3.0,0
476,0,29.0,Female,Divorced,7.0,Research & Development,Laboratory Technician,1,No,8.0,4.0,4.0,3.0,2532.0,0.0,281.3333333333333,0.4444444444444444,4.0,0
477,1,37.0,Male,Divorced,10.0,Research & Development,Manufacturing Director,3,No,17.0,1.0,3.0,3.0,10048.0,0.0,558.2222222222222,0.05555555555555555,1.0,0
478,0,35.0,Male,Married,10.0,Sales,Sales Executive,3,No,15.0,13.0,1.0,3.0,10306.0,6.0,644.125,0.8125,7.0,0
479,0,29.0,Female,Single,28.0,Research & Development,Research Scientist,1,No,5.0,5.0,1.0,1.0,3785.0,0.0,630.8333333333334,0.8333333333333334,5.0,0
480,0,55.0,Male,Married,18.0,Research & Development,Healthcare Representative,2,Yes,17.0,8.0,2.0,3.0,6385.0,6.0,354.72222222222223,0.4444444444444444,2.0,1
481,0,30.0,Male,Married,1.0,Research & Development,Laboratory Technician,2,Yes,10.0,10.0,4.0,2.0,5126.0,3.0,466.0,0.9090909090909091,7.0,1
482,0,42.0,Male,Married,13.0,Research & Development,Healthcare Representative,2,No,10.0,0.0,1.0,2.0,5538.0,0.0,503.45454545454544,0.0,0.0,0
483,0,29.0,Female,Married,8.0,Research & Development,Healthcare Representative,2,No,9.0,7.0,1.0,3.0,9715.0,0.0,971.5,0.7,7.0,0
484,0,26.0,Male,Married,28.0,Sales,Sales Executive,2,No,6.0,5.0,2.0,4.0,6272.0,1.0,896.0,0.7142857142857143,4.0,0
485,1,29.0,Male,Married,8.0,Research & Development,Laboratory Technician,1,Yes,7.0,7.0,1.0,2.0,2119.0,0.0,264.875,0.875,7.0,1
486,1,25.0,Male,Married,3.0,Research & Development,Laboratory Technician,1,No,6.0,2.0,1.0,3.0,4031.0,0.0,575.8571428571429,0.2857142857142857,2.0,0
487,0,38.0,Female,Married,4.0,Research & Development,Laboratory Technician,1,No,7.0,0.0,3.0,2.0,3306.0,0.0,413.25,0.0,0.0,0
488,0,37.0,Female,Divorced,14.0,Research & Development,Laboratory Technician,1,No,18.0,18.0,1.0,2.0,3034.0,12.0,159.68421052631578,0.9473684210526315,6.0,0
489,0,36.0,Male,Married,8.0,Human Resources,Human Resources,1,No,6.0,5.0,1.0,3.0,2342.0,0.0,334.57142857142856,0.7142857142857143,5.0,0
490,1,41.0,Male,Divorced,5.0,Research & Development,Research Scientist,1,No,5.0,1.0,1.0,1.0,2107.0,0.0,351.1666666666667,0.16666666666666666,1.0,0
491,0,36.0,Female,Single,3.0,Sales,Sales Executive,2,Yes,15.0,5.0,2.0,3.0,9278.0,0.0,579.875,0.3125,5.0,1
492,0,38.0,Female,Married,1.0,Research & Development,Research Director,3,No,15.0,15.0,1.0,3.0,13582.0,5.0,848.875,0.9375,10.0,0
493,0,49.0,Female,Married,6.0,Research & Development,Healthcare Representative,4,Yes,30.0,15.0,3.0,3.0,13966.0,2.0,450.51612903225805,0.4838709677419355,13.0,1
494,0,38.0,Female,Single,1.0,Research & Development,Research Scientist,1,No,8.0,0.0,1.0,2.0,2619.0,0.0,291.0,0.0,0.0,0
495,0,51.0,Female,Married,26.0,Sales,Manager,4,No,29.0,20.0,3.0,2.0,16307.0,4.0,543.5666666666667,0.6666666666666666,16.0,0
496,0,37.0,Male,Divorced,6.0,Research & Development,Research Scientist,2,Yes,13.0,7.0,1.0,3.0,5974.0,6.0,426.7142857142857,0.5,1.0,1
497,1,20.0,Female,Single,6.0,Research & Development,Laboratory Technician,1,Yes,1.0,1.0,4.0,3.0,2926.0,1.0,1463.0,0.5,0.0,1
498,0,45.0,Female,Divorced,1.0,Research & Development,Laboratory Technician,1,No,8.0,5.0,4.0,3.0,2270.0,0.0,252.22222222222223,0.5555555555555556,5.0,0
499,1,24.0,Female,Married,17.0,Research & Development,Laboratory Technician,1,No,1.0,1.0,2.0,1.0,2210.0,0.0,1105.0,0.5,1.0,0
500,0,52.0,Male,Divorced,6.0,Research & Development,Research Scientist,2,Yes,18.0,10.0,1.0,3.0,5577.0,6.0,293.5263157894737,0.5263157894736842,4.0,1
501,0,49.0,Male,Single,7.0,Research & Development,Healthcare Representative,3,No,26.0,5.0,3.0,3.0,10965.0,0.0,406.1111111111111,0.18518518518518517,5.0,0
502,0,23.0,Male,Single,8.0,Research & Development,Laboratory Technician,1,Yes,5.0,5.0,3.0,3.0,3989.0,1.0,664.8333333333334,0.8333333333333334,4.0,1
503,0,34.0,Male,Divorced,10.0,Sales,Sales Executive,2,Yes,15.0,15.0,3.0,3.0,4001.0,0.0,250.0625,0.9375,15.0,1
504,0,28.0,Male,Divorced,1.0,Research & Development,Research Scientist,1,No,1.0,1.0,3.0,1.0,1563.0,0.0,781.5,0.5,1.0,0
505,1,19.0,Male,Single,22.0,Sales,Sales Representative,1,Yes,0.0,0.0,3.0,2.0,1675.0,0.0,1675.0,0.0,0.0,1
506,0,46.0,Male,Divorced,2.0,Research & Development,Research Director,5,Yes,24.0,2.0,4.0,3.0,19328.0,2.0,773.12,0.08,0.0,1
507,0,24.0,Female,Divorced,11.0,Research & Development,Manufacturing Director,2,No,5.0,4.0,3.0,2.0,4011.0,1.0,668.5,0.6666666666666666,3.0,0
508,0,22.0,Male,Married,6.0,Research & Development,Research Scientist,1,No,3.0,2.0,3.0,3.0,2773.0,2.0,693.25,0.5,0.0,0
509,0,43.0,Male,Single,2.0,Human Resources,Human Resources,1,No,10.0,9.0,4.0,3.0,3539.0,1.0,321.72727272727275,0.8181818181818182,8.0,0
510,0,42.0,Male,Divorced,8.0,Research & Development,Manager,5,No,24.0,24.0,4.0,2.0,18430.0,14.0,737.2,0.96,10.0,0
511,0,33.0,Female,Married,3.0,Research & Development,Research Scientist,1,Yes,8.0,8.0,3.0,3.0,2909.0,3.0,323.22222222222223,0.8888888888888888,5.0,1
512,0,37.0,Male,Divorced,1.0,Research & Development,Manufacturing Director,2,No,7.0,7.0,3.0,4.0,5993.0,0.0,749.125,0.875,7.0,0
513,0,39.0,Male,Divorced,1.0,Research & Development,Manager,5,Yes,21.0,21.0,3.0,3.0,19197.0,1.0,872.5909090909091,0.9545454545454546,20.0,1
514,0,36.0,Female,Married,7.0,Sales,Sales Executive,2,No,17.0,15.0,1.0,2.0,4639.0,6.0,257.72222222222223,0.8333333333333334,9.0,0
515,0,50.0,Male,Single,10.0,Research & Development,Healthcare Representative,3,No,20.0,4.0,4.0,3.0,10496.0,1.0,499.8095238095238,0.19047619047619047,3.0,0
516,0,33.0,Male,Married,7.0,Research & Development,Research Director,3,No,14.0,13.0,3.0,4.0,11691.0,3.0,779.4,0.8666666666666667,10.0,0
517,0,43.0,Male,Divorced,9.0,Research & Development,Laboratory Technician,2,Yes,10.0,8.0,3.0,3.0,5679.0,4.0,516.2727272727273,0.7272727272727273,4.0,1
518,0,31.0,Female,Single,3.0,Research & Development,Research Scientist,1,No,7.0,7.0,3.0,1.0,4084.0,7.0,510.5,0.875,0.0,0
519,0,30.0,Female,Married,28.0,Research & Development,Research Scientist,2,No,11.0,10.0,4.0,3.0,5775.0,1.0,481.25,0.8333333333333334,9.0,0
520,0,35.0,Male,Single,12.0,Sales,Sales Executive,2,Yes,13.0,11.0,4.0,4.0,4581.0,6.0,327.2142857142857,0.7857142857142857,5.0,1
521,1,36.0,Male,Single,9.0,Sales,Sales Representative,1,No,10.0,5.0,1.0,3.0,3407.0,0.0,309.72727272727275,0.45454545454545453,5.0,0
522,0,53.0,Female,Married,2.0,Research & Development,Manufacturing Director,3,No,34.0,33.0,4.0,3.0,10169.0,1.0,290.54285714285714,0.9428571428571428,32.0,0
523,0,54.0,Female,Single,10.0,Research & Development,Manufacturing Director,2,Yes,9.0,5.0,1.0,3.0,4440.0,1.0,444.0,0.5,4.0,1
524,0,40.0,Male,Single,9.0,Research & Development,Laboratory Technician,1,No,15.0,5.0,1.0,1.0,2018.0,1.0,126.125,0.3125,4.0,0
525,0,27.0,Female,Married,2.0,Research & Development,Manufacturing Director,2,No,4.0,3.0,4.0,3.0,4227.0,2.0,845.4,0.6,1.0,0
526,0,42.0,Male,Married,2.0,Research & Development,Manager,4,No,23.0,22.0,1.0,3.0,17665.0,13.0,736.0416666666666,0.9166666666666666,9.0,0
527,1,36.0,Male,Divorced,15.0,Research & Development,Laboratory Technician,2,No,9.0,1.0,3.0,2.0,4834.0,0.0,483.4,0.1,1.0,0
528,0,29.0,Male,Divorced,7.0,Research & Development,Healthcare Representative,2,Yes,6.0,6.0,4.0,3.0,6623.0,1.0,946.1428571428571,0.8571428571428571,5.0,1
529,0,37.0,Male,Married,3.0,Research & Development,Manufacturing Director,3,No,10.0,10.0,3.0,3.0,9434.0,7.0,857.6363636363636,0.9090909090909091,3.0,0
530,0,32.0,Male,Single,2.0,Research & Development,Laboratory Technician,1,No,1.0,1.0,2.0,3.0,1393.0,0.0,696.5,0.5,1.0,0
531,0,40.0,Male,Divorced,2.0,Research & Development,Research Director,5,No,22.0,21.0,3.0,3.0,19436.0,3.0,845.0434782608696,0.9130434782608695,18.0,0
532,1,58.0,Male,Single,2.0,Research & Development,Research Director,5,Yes,40.0,31.0,2.0,3.0,19246.0,13.0,469.4146341463415,0.7560975609756098,18.0,1
533,0,38.0,Female,Married,2.0,Research & Development,Laboratory Technician,1,No,9.0,6.0,2.0,2.0,2468.0,0.0,246.8,0.6,6.0,0
534,0,40.0,Male,Single,14.0,Research & Development,Research Director,5,No,21.0,20.0,3.0,4.0,19626.0,4.0,892.0909090909091,0.9090909090909091,16.0,0
535,0,38.0,Female,Married,2.0,Research & Development,Manufacturing Director,3,Yes,10.0,5.0,3.0,4.0,7756.0,0.0,705.0909090909091,0.45454545454545453,5.0,1
536,0,30.0,Female,Married,5.0,Sales,Sales Executive,3,No,12.0,10.0,4.0,3.0,9419.0,7.0,724.5384615384615,0.7692307692307693,3.0,0
537,1,33.0,Female,Single,16.0,Sales,Sales Executive,2,No,6.0,3.0,1.0,3.0,5324.0,0.0,760.5714285714286,0.42857142857142855,3.0,0
538,0,35.0,Male,Married,18.0,Research & Development,Research Scientist,2,No,16.0,16.0,1.0,3.0,5208.0,1.0,306.3529411764706,0.9411764705882353,15.0,0
539,0,31.0,Male,Married,1.0,Research & Development,Manufacturing Director,2,No,6.0,5.0,3.0,3.0,4345.0,1.0,620.7142857142857,0.7142857142857143,4.0,0
540,0,30.0,Female,Single,9.0,Research & Development,Manufacturing Director,2,Yes,10.0,8.0,3.0,3.0,4695.0,1.0,426.8181818181818,0.7272727272727273,7.0,1
541,0,32.0,Male,Single,1.0,Sales,Sales Executive,2,No,10.0,0.0,2.0,3.0,6735.0,0.0,612.2727272727273,0.0,0.0,0
542,0,41.0,Male,Divorced,9.0,Research & Development,Laboratory Technician,1,No,5.0,5.0,1.0,3.0,2289.0,0.0,381.5,0.8333333333333334,5.0,0
543,0,59.0,Female,Married,3.0,Research & Development,Laboratory Technician,1,Yes,12.0,1.0,1.0,2.0,2670.0,0.0,205.3846153846154,0.07692307692307693,1.0,1
544,1,49.0,Male,Single,28.0,Research & Development,Laboratory Technician,2,No,20.0,4.0,1.0,3.0,4284.0,1.0,204.0,0.19047619047619047,3.0,0
